trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
105,False,"{'a': 0.5, 'e': 0.348093114492442}",20,9,-22.147644015963337,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
106,False,"{'a': 0.5, 'e': 0.3446121833475176}",20,5,12.94692682364631,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,0,13.309374663938982,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.337754400898902}",25,14,-27.71383266706856,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.334376856889913}",25,6,-29.70707289633362,"{0: 16, 1: 0, 2: 0, 3: 3, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,0,12.69175962640955,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",30,11,-35.41312755835693,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",20,0,-0.8995224973668996,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",25,20,10.057399494039608,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",25,0,-2.2658642455953126,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",25,5,5.984143541937867,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",25,0,-25.016743543203994,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",25,8,-27.17877171646511,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
118,False,"{'a': 0.5, 'e': 0.3054590259283046}",25,6,29.59267158185462,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.30240443566902153}",25,0,-29.24886751546619,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.2993803913123313}",20,12,13.657766285543635,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.296386587399208}",20,13,3.0024008562517217,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.2934227215252159}",25,0,8.300632501580171,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.29048849430996376}",20,11,-8.969671179787095,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.2875836093668641}",25,11,-32.22483521720054,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
125,False,"{'a': 0.5, 'e': 0.28470777327319546}",25,13,-18.329344198721408,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.2818606955404635}",20,0,24.612401568970718,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.27904208858505886}",30,23,12.5895752202907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.2762516676992083}",20,3,10.395020282264849,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.2734891510222162}",30,0,-75.24409764069094,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.27075425951199406}",35,21,31.737017412254904,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.2680467169168741}",20,10,-26.122351623856087,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.26536624974770534}",20,4,17.523204017041532,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502283}",20,3,15.09686451307805,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.26008546137772603}",25,20,8.647735134720161,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.25748460676394874}",30,8,-8.423103539414877,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.2549097606963093}",30,16,14.798430306549514,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.2523606630893462}",30,21,-8.771097624721154,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.2498370564584527}",25,15,-4.702453496347567,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24733868589386818}",25,15,18.99881239258535,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492948}",20,7,23.972771202315872,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.2424166460445802}",20,5,24.959184642354003,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2399924795841344}",20,3,7.170263625049625,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",20,14,9.84972250498402,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23521662924041012}",20,6,0.05733792751462996,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.232864462948006}",20,16,6.543920706596548,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",30,10,-14.816328772029365,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",20,10,-32.44149519449923,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",20,7,-20.14355455021374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.5, 'e': 0.2236886739786474}",20,14,12.528928298210117,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886091}",20,15,-30.221572464702497,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
151,False,"{'a': 0.5, 'e': 0.2192372693664723}",35,17,17.07903464682569,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.21704489667280757}",20,8,7.032819565617246,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.2148744477060795}",20,3,28.89341449731541,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.2127257032290187}",30,21,18.001670120127905,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672852}",20,0,26.29274088722524,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
156,False,"{'a': 0.5, 'e': 0.20849246173476124}",20,14,12.101043796968288,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.2064075371174136}",25,5,20.176259402675374,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.2043434617462395}",30,14,11.847042035011237,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.2023000271287771}",25,0,-21.595331324339377,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.2002770268574893}",25,3,20.56596099494616,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.19827425658891443}",25,18,13.450947338067262,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.19629151402302528}",25,11,17.582647326804654,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19432859888279502}",20,16,6.315624495943228,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19238531289396707}",25,9,-31.19189246957244,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
165,False,"{'a': 0.5, 'e': 0.1904614597650274}",20,12,1.4595954035633572,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.1885568451673771}",25,15,17.850088822348358,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",30,15,29.694277281182927,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.1848045639485463}",25,13,21.120933733916868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18295651830906084}",35,15,-14.705225341113886,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.18112695312597024}",20,15,8.892802597083131,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.17931568359471053}",25,13,-15.083968713958251,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17752252675876343}",20,0,32.88523385004229,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.1757473014911758}",20,13,12.293645921768785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.173989828476264}",25,13,7.6782733244692825,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.1722499301915014}",30,16,-13.425111244590179,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
176,False,"{'a': 0.5, 'e': 0.17052743088958636}",25,11,22.800531235356086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.1688221565806905}",35,19,-13.795582756369523,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
178,False,"{'a': 0.5, 'e': 0.1671339350148836}",25,13,22.287514325363464,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.16546259566473476}",25,6,20.96793822436515,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16380796970808742}",30,10,-35.534766792506076,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100654}",20,11,19.937494660586054,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16054819111089647}",20,13,1.3353899046357693,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.1589427091997875}",25,6,6.502936811667113,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15735328210778962}",25,19,11.911248463878334,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15577974928671173}",20,0,14.406334950405098,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.1542219517938446}",30,17,-0.09045689114081412,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.15267973227590617}",20,10,-21.752430540490302,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.5, 'e': 0.1511529349531471}",20,5,-33.28762735521056,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
189,False,"{'a': 0.5, 'e': 0.14964140560361563}",20,9,-20.48932278116437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.14814499154757946}",25,7,31.1899547975541,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14666354163210368}",25,13,20.301396579027273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14519690621578263}",35,20,30.66034923283389,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.1437449371536248}",20,10,-1.4399151074206458,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14230748778208857}",25,0,11.637405937567987,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.14088441290426768}",30,0,-46.6356789352303,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.139475568775225}",20,10,-26.622967462459332,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.5, 'e': 0.13808081308747275}",20,3,19.84814389360171,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.136700004956598}",25,13,21.570919807846693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13533300490703204}",25,18,1.0788328512431298,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13397967485796172}",25,20,9.698811986171775,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.1326398781093821}",30,13,18.145148567015124,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13131347932828827}",25,14,19.835272476906823,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.1300003445350054}",30,15,15.611679003640935,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.12870034108965533}",25,13,21.452110430896756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.1274133376787588}",25,16,13.358618191397452,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12613920430197118}",20,3,16.416147757535487,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12487781225895148}",25,0,22.198927483722002,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.12362903413636196}",20,7,-27.115079416428593,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
209,False,"{'a': 0.5, 'e': 0.12239274379499834}",30,12,31.176097117156083,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12116881635704835}",25,18,0.5354472139767092,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.11995712819347787}",25,15,22.878269477021846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.11875755691154309}",25,0,23.547700720132656,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.11756998134242766}",30,20,11.152541355244129,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11639428152900338}",20,13,12.918659055363744,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11523033871371334}",30,16,12.68437495997039,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.1140780353265762}",25,8,30.770829920010467,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11293725497331045}",35,15,13.683843163807929,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11180788242357734}",25,19,11.418544228908814,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11068980359934157}",25,15,16.071064177294815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.10958290556334815}",35,20,22.27140927156927,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10848707650771466}",20,15,5.422504089108466,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10740220574263752}",20,0,20.18733238579541,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.10632818368521114}",25,13,27.640056457118128,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10526490184835903}",25,18,5.039844901581745,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10421225282987544}",20,16,9.630783957809845,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10317013030157669}",25,18,6.244206852990919,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10213842899856092}",25,16,18.94761858722191,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10111704470857531}",30,17,20.101126825629645,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10010587426148955}",25,11,23.519041910107127,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.09910481551887466}",25,9,-25.233053632433013,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
231,False,"{'a': 0.5, 'e': 0.0981137673636859}",20,12,14.440623348864126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09713262969004904}",25,13,-8.93428723262286,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09616130339314856}",20,16,6.871199942270149,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09519969035921708}",25,15,19.79577790890165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.0942476934556249}",20,2,17.065467001342416,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09330521652106866}",20,9,21.435267918577722,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09237216435585796}",30,15,-14.96202760192701,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09144844271229938}",25,16,18.711789894403786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.0905339582851764}",25,9,27.880494051093663,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.08962861870232462}",25,15,5.356203704977175,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08873233251530138}",25,14,24.543335341617492,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08784500919014836}",30,18,23.323759292762315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08696655909824688}",20,9,11.051090339776106,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.0860968935072644}",20,0,36.93644750559634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.08523592457219176}",30,15,-13.10536447603586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.08438356532646984}",25,8,28.395884981897023,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08353972967320515}",25,15,7.132340149546203,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.0827043323764731}",30,18,16.67356847922814,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08187728905270836}",20,8,0.8687432922459579,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08105851616218128}",25,14,20.67400363365656,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08024793100055946}",20,16,6.2483330125389696,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.07944545169055386}",30,20,20.544665070627364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07865099717364833}",25,10,26.764967802495782,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07786448720191184}",25,14,22.01275751341621,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07708584232989273}",20,9,6.675887059406801,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.0763149839065938}",20,8,16.882327169730107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07555183406752786}",20,6,12.817151780169805,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07479631572685258}",25,11,26.13293075208405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07404835256958406}",20,6,21.952971862913106,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07330786904388821}",20,9,17.73997519243761,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07257479035344933}",30,4,28.723990719437545,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07184904244991483}",20,9,19.191253022313393,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07113055202541568}",30,20,21.94058679780729,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07041924650516153}",20,12,13.838657489164152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.06971505404010991}",25,0,33.16145330385774,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.5, 'e': 0.06901790349970881}",20,12,15.626327670047376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06832772446471172}",20,9,20.11872609721879,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.0676444472200646}",25,12,24.15971643034251,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06696800274786396}",30,22,14.92142945520159,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06629832272038531}",30,20,19.431360366703657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06563533949318147}",30,16,27.259819898221,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06497898609824965}",25,10,26.10065112747485,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06432919623726716}",30,13,28.24228388410046,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06368590427489448}",25,14,19.42469752597976,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06304904523214554}",25,3,29.217343790234388,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06241855477982408}",20,9,-21.3546585699616,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.06179436923202584}",25,17,15.538542035525161,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06117642553970558}",25,4,27.980762768199348,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06056466128430853}",20,11,17.680892020377037,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.05995901467146544}",25,1,39.51409918246957,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.059359424524750785}",25,19,-9.088034277022173,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05876583027950327}",20,10,11.789727750150272,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05817817197670824}",30,16,23.19442019342752,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05759639025694116}",20,14,13.4766776693622,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.057020426354371746}",20,6,25.05186889675919,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05645022209082803}",25,16,18.02555218801439,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05588571986991975}",25,18,12.759633628167078,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05532686267122055}",20,9,15.015175922495844,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05477359404450834}",25,17,14.836710199188714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
